iter	Passed	Remaining
1680	8860	28037
1681	8865	28030
1682	8870	28023
1683	8874	28015
1684	8879	28008
1685	8884	28001
1686	8890	27998
1687	8896	27995
1688	8901	27989
1689	8905	27982
1690	8910	27975
1691	8914	27967
1692	8919	27960
1693	8924	27953
1694	8928	27945
1695	8933	27938
1696	8939	27936
1697	8944	27929
1698	8949	27922
1699	8954	27915
1700	8958	27907
1701	8963	27901
1702	8967	27893
1703	8972	27887
1704	8977	27880
1705	8982	27872
1706	8986	27865
1707	8990	27857
1708	8995	27849
1709	9000	27842
1710	9004	27834
1711	9009	27829
1712	9014	27822
1713	9019	27816
1714	9025	27814
1715	9031	27811
1716	9037	27807
1717	9043	27805
1718	9049	27802
1719	9055	27799
1720	9061	27794
1721	9066	27787
1722	9070	27780
1723	9075	27772
1724	9079	27765
1725	9084	27758
1726	9088	27751
1727	9093	27743
1728	9098	27736
1729	9102	27729
1730	9107	27721
1731	9111	27713
1732	9116	27707
1733	9121	27700
1734	9125	27693
1735	9130	27685
1736	9135	27678
1737	9139	27672
1738	9144	27664
1739	9149	27657
1740	9153	27650
1741	9158	27643
1742	9162	27635
1743	9167	27628
1744	9172	27621
1745	9176	27614
1746	9181	27608
1747	9186	27601
1748	9191	27595
1749	9196	27589
1750	9200	27581
1751	9206	27576
1752	9210	27568
1753	9216	27564
1754	9222	27563
1755	9229	27561
1756	9235	27560
1757	9242	27558
1758	9248	27557
1759	9255	27555
1760	9260	27550
1761	9266	27548
1762	9273	27545
1763	9279	27544
1764	9285	27542
1765	9292	27541
1766	9299	27540
1767	9304	27533
1768	9310	27532
1769	9317	27530
1770	9323	27528
1771	9330	27527
1772	9336	27525
1773	9342	27521
1774	9349	27521
1775	9355	27518
1776	9361	27516
1777	9368	27513
1778	9374	27512
1779	9381	27511
1780	9386	27505
1781	9391	27498
1782	9396	27495
1783	9403	27492
1784	9407	27486
1785	9414	27484
1786	9421	27483
1787	9428	27482
1788	9434	27481
1789	9441	27480
1790	9448	27479
1791	9454	27477
1792	9461	27476
1793	9466	27469
1794	9472	27468
1795	9478	27465
1796	9485	27464
1797	9491	27460
1798	9497	27457
1799	9503	27453
1800	9508	27449
1801	9515	27448
1802	9521	27445
1803	9528	27443
1804	9533	27437
1805	9537	27430
1806	9543	27427
1807	9549	27421
1808	9554	27417
1809	9561	27415
1810	9566	27409
1811	9570	27402
1812	9576	27399
1813	9581	27393
1814	9586	27386
1815	9593	27385
1816	9598	27378
1817	9602	27371
1818	9609	27369
1819	9616	27369
1820	9622	27367
1821	9628	27364
1822	9635	27362
1823	9641	27360
1824	9647	27357
1825	9654	27355
1826	9658	27348
1827	9665	27345
1828	9671	27343
1829	9677	27340
1830	9683	27338
1831	9690	27335
1832	9695	27329
1833	9699	27321
1834	9706	27319
1835	9711	27314
1836	9716	27307
1837	9721	27303
1838	9727	27298
1839	9731	27291
1840	9738	27289
1841	9743	27284
1842	9748	27277
1843	9754	27274
1844	9760	27270
1845	9764	27263
1846	9771	27261
1847	9776	27255
1848	9781	27248
1849	9787	27246
1850	9792	27240
1851	9797	27233
1852	9803	27230
1853	9808	27225
1854	9813	27219
1855	9820	27218
1856	9827	27217
1857	9833	27214
1858	9840	27212
1859	9846	27209
1860	9852	27206
1861	9859	27205
1862	9865	27202
1863	9870	27195
1864	9876	27192
1865	9881	27187
1866	9887	27184
1867	9892	27178
1868	9898	27173
1869	9904	27171
1870	9909	27164
1871	9914	27159
1872	9920	27156
1873	9925	27150
1874	9931	27147
1875	9937	27143
1876	9942	27137
1877	9947	27130
1878	9952	27123
1879	9956	27116
1880	9961	27109
1881	9966	27103
1882	9971	27096
1883	9977	27093
1884	9984	27092
1885	9990	27090
1886	9997	27088
1887	10002	27082
1888	10008	27079
1889	10015	27078
1890	10022	27077
1891	10028	27074
1892	10034	27071
1893	10040	27068
1894	10047	27066
1895	10053	27063
1896	10059	27060
1897	10064	27053
1898	10070	27050
1899	10076	27047
1900	10082	27044
1901	10089	27043
1902	10096	27041
1903	10101	27037
1904	10108	27035
1905	10114	27031
1906	10121	27030
1907	10126	27025
1908	10131	27018
1909	10137	27015
1910	10142	27010
1911	10147	27003
1912	10154	27002
1913	10159	26995
1914	10163	26988
1915	10170	26987
1916	10175	26980
1917	10180	26974
1918	10186	26971
1919	10191	26965
1920	10196	26958
1921	10202	26955
1922	10207	26949
1923	10212	26943
1924	10219	26941
1925	10226	26940
1926	10232	26938
1927	10238	26934
1928	10244	26930
1929	10250	26927
1930	10256	26924
1931	10261	26917
1932	10267	26913
1933	10273	26910
1934	10279	26907
1935	10285	26903
1936	10290	26896
1937	10294	26889
1938	10301	26887
1939	10306	26881
1940	10311	26874
1941	10317	26871
1942	10321	26864
1943	10326	26857
1944	10332	26854
1945	10339	26853
1946	10345	26849
1947	10351	26846
1948	10358	26844
1949	10364	26842
1950	10372	26842
1951	10378	26838
1952	10384	26835
1953	10391	26834
1954	10398	26833
1955	10405	26832
1956	10412	26832
1957	10419	26831
1958	10426	26829
1959	10433	26828
1960	10440	26827
1961	10447	26827
1962	10454	26826
1963	10460	26823
1964	10468	26822
1965	10474	26819
1966	10480	26817
1967	10485	26810
1968	10491	26805
1969	10497	26802
1970	10503	26799
1971	10509	26797
1972	10515	26791
1973	10519	26784
1974	10526	26781
1975	10531	26776
1976	10536	26769
1977	10542	26765
1978	10547	26761
1979	10553	26756
1980	10559	26753
1981	10564	26747
1982	10569	26741
1983	10574	26733
1984	10579	26727
1985	10583	26720
1986	10588	26714
1987	10595	26712
1988	10601	26709
1989	10607	26706
1990	10614	26703
1991	10620	26701
1992	10627	26700
1993	10634	26698
1994	10641	26697
1995	10647	26694
1996	10654	26692
1997	10661	26690
1998	10666	26686
1999	10673	26683
2000	10679	26681
2001	10685	26676
2002	10691	26673
2003	10697	26668
2004	10702	26662
2005	10707	26656
2006	10712	26649
2007	10718	26647
2008	10723	26640
2009	10728	26634
2010	10735	26632
2011	10739	26625
2012	10744	26618
2013	10750	26615
2014	10755	26609
2015	10760	26603
2016	10767	26600
2017	10771	26593
2018	10776	26587
2019	10783	26584
2020	10789	26581
2021	10796	26578
2022	10802	26576
2023	10808	26571
2024	10814	26568
2025	10821	26566
2026	10827	26564
2027	10834	26563
2028	10839	26556
2029	10844	26549
2030	10850	26546
2031	10857	26545
2032	10863	26542
2033	10869	26537
2034	10874	26530
2035	10880	26527
2036	10885	26521
2037	10890	26514
2038	10896	26512
2039	10901	26505
2040	10906	26499
2041	10912	26496
2042	10917	26489
2043	10922	26483
2044	10928	26480
2045	10933	26474
2046	10939	26468
2047	10945	26466
2048	10950	26460
2049	10956	26455
2050	10962	26452
2051	10967	26445
2052	10972	26440
2053	10978	26436
2054	10984	26433
2055	10991	26429
2056	10997	26426
2057	11003	26423
2058	11009	26420
2059	11015	26416
2060	11022	26415
2061	11029	26413
2062	11034	26407
2063	11040	26403
2064	11047	26400
2065	11053	26398
2066	11059	26394
2067	11065	26391
2068	11071	26385
2069	11077	26381
2070	11082	26375
2071	11088	26371
2072	11093	26365
2073	11097	26358
2074	11104	26355
2075	11109	26349
2076	11113	26342
2077	11120	26340
2078	11125	26334
2079	11130	26327
2080	11137	26325
2081	11142	26320
2082	11147	26313
2083	11152	26307
2084	11156	26300
2085	11161	26293
2086	11166	26287
2087	11171	26280
2088	11178	26279
2089	11185	26277
2090	11191	26275
2091	11198	26272
2092	11204	26269
2093	11210	26265
2094	11217	26263
2095	11223	26260
2096	11228	26254
2097	11234	26248
2098	11240	26244
2099	11246	26242
2100	11252	26238
2101	11259	26236
2102	11265	26232
2103	11272	26230
2104	11278	26227
2105	11285	26224
2106	11291	26220
2107	11296	26215
2108	11303	26213
2109	11309	26209
2110	11314	26203
2111	11320	26200
2112	11325	26194
2113	11330	26187
2114	11336	26184
2115	11341	26177
2116	11346	26171
2117	11352	26167
2118	11357	26161
2119	11362	26155
2120	11368	26152
2121	11374	26147
2122	11381	26145
2123	11387	26140
2124	11393	26137
2125	11399	26133
2126	11406	26131
2127	11411	26127
2128	11418	26125
2129	11423	26118
2130	11429	26113
2131	11436	26112
2132	11441	26107
2133	11447	26103
2134	11453	26099
2135	11458	26092
2136	11464	26087
2137	11470	26083
2138	11474	26077
2139	11481	26073
2140	11486	26068
2141	11491	26061
2142	11497	26058
2143	11502	26052
2144	11507	26045
2145	11513	26041
2146	11518	26036
2147	11523	26030
2148	11529	26026
2149	11535	26021
2150	11540	26015
2151	11546	26011
2152	11551	26006
2153	11556	25999
2154	11562	25996
2155	11569	25992
2156	11575	25990
2157	11582	25988
2158	11588	25984
2159	11595	25983
2160	11602	25980
2161	11608	25977
2162	11615	25975
2163	11620	25969
2164	11627	25966
2165	11633	25963
2166	11638	25956
2167	11644	25954
2168	11650	25948
2169	11655	25941
2170	11661	25938
2171	11666	25932
2172	11670	25925
2173	11677	25922
2174	11682	25915
2175	11687	25909
2176	11693	25906
2177	11698	25900
2178	11703	25893
2179	11709	25890
2180	11714	25884
2181	11719	25877
2182	11725	25874
2183	11730	25868
2184	11735	25861
2185	11741	25857
2186	11746	25850
2187	11751	25844
2188	11758	25842
2189	11763	25835
2190	11767	25829
2191	11774	25826
2192	11780	25823
2193	11787	25820
2194	11793	25815
2195	11799	25811
2196	11805	25809
2197	11812	25806
2198	11819	25804
2199	11826	25803
2200	11833	25801
2201	11839	25798
2202	11845	25794
2203	11851	25789
2204	11857	25786
2205	11862	25780
2206	11868	25775
2207	11875	25772
2208	11881	25769
2209	11888	25766
2210	11893	25760
2211	11897	25753
2212	11904	25750
2213	11909	25743
2214	11913	25737
2215	11920	25734
2216	11926	25731
2217	11933	25727
2218	11938	25723
2219	11943	25716
2220	11949	25711
2221	11955	25707
2222	11959	25700
2223	11965	25695
2224	11972	25692
2225	11978	25690
2226	11984	25685
2227	11990	25682
2228	11996	25678
2229	12003	25675
2230	12009	25672
2231	12016	25668
2232	12022	25666
2233	12027	25660
2234	12034	25657
2235	12040	25654
2236	12046	25649
2237	12052	25646
2238	12057	25639
2239	12062	25633
2240	12069	25629
2241	12073	25623
2242	12079	25618
2243	12085	25615
2244	12091	25611
2245	12098	25608
2246	12103	25602
2247	12108	25595
2248	12114	25592
2249	12120	25586
2250	12124	25580
2251	12131	25576
2252	12136	25571
2253	12141	25564
2254	12145	25557
2255	12150	25550
2256	12155	25544
2257	12159	25536
2258	12164	25530
2259	12170	25525
2260	12176	25521
2261	12182	25518
2262	12189	25515
2263	12196	25512
2264	12202	25509
2265	12209	25506
2266	12214	25500
2267	12218	25493
2268	12228	25496
2269	12235	25494
2270	12240	25488
2271	12245	25481
2272	12251	25477
2273	12257	25475
2274	12264	25472
2275	12269	25465
2276	12275	25462
2277	12282	25459
2278	12288	25455
2279	12294	25452
2280	12301	25450
2281	12308	25446
2282	12314	25444
2283	12320	25439
2284	12327	25436
2285	12333	25433
2286	12339	25429
2287	12346	25426
2288	12352	25422
2289	12357	25416
2290	12363	25412
2291	12370	25410
2292	12377	25408
2293	12383	25404
2294	12390	25401
2295	12396	25398
2296	12403	25394
2297	12409	25392
2298	12416	25389
2299	12424	25388
2300	12430	25385
2301	12436	25380
2302	12441	25375
2303	12448	25372
2304	12453	25366
2305	12459	25361
2306	12465	25357
2307	12470	25350
2308	12476	25346
2309	12481	25340
2310	12486	25334
2311	12492	25330
2312	12497	25324
2313	12502	25317
2314	12507	25312
2315	12513	25308
2316	12518	25301
2317	12524	25297
2318	12530	25293
2319	12535	25286
2320	12541	25282
2321	12546	25277
2322	12551	25270
2323	12557	25266
2324	12562	25261
2325	12568	25255
2326	12574	25251
2327	12580	25248
2328	12587	25245
2329	12593	25241
2330	12600	25238
2331	12606	25234
2332	12613	25231
2333	12619	25228
2334	12624	25222
2335	12630	25218
2336	12637	25215
2337	12644	25212
2338	12649	25207
2339	12656	25204
2340	12661	25198
2341	12666	25192
2342	12672	25189
2343	12677	25182
2344	12682	25176
2345	12689	25172
2346	12694	25166
2347	12698	25159
2348	12704	25155
2349	12710	25150
2350	12714	25142
2351	12721	25139
2352	12725	25132
2353	12730	25126
2354	12737	25122
2355	12742	25116
2356	12746	25109
2357	12753	25106
2358	12758	25099
2359	12762	25092
2360	12768	25089
2361	12775	25085
2362	12781	25081
2363	12787	25077
2364	12794	25074
2365	12800	25071
2366	12807	25068
2367	12814	25066
2368	12819	25060
2369	12826	25058
2370	12832	25053
2371	12838	25049
2372	12845	25045
2373	12851	25042
2374	12856	25036
2375	12861	25029
2376	12867	25025
2377	12872	25019
2378	12877	25012
2379	12883	25009
2380	12888	25003
2381	12893	24996
2382	12899	24992
2383	12904	24986
2384	12909	24979
2385	12916	24976
2386	12920	24970
2387	12925	24963
2388	12931	24959
2389	12936	24953
2390	12941	24946
2391	12947	24943
2392	12952	24936
2393	12957	24929
2394	12964	24928
2395	12971	24924
2396	12977	24921
2397	12983	24917
2398	12990	24913
2399	12996	24909
2400	13002	24906
2401	13009	24902
2402	13015	24898
2403	13019	24891
2404	13025	24885
2405	13030	24880
2406	13036	24875
2407	13042	24871
2408	13048	24866
2409	13054	24863
2410	13061	24859
2411	13066	24854
2412	13072	24851
2413	13079	24847
2414	13086	24845
2415	13093	24842
2416	13099	24838
2417	13105	24834
2418	13112	24831
2419	13119	24828
2420	13125	24825
2421	13132	24822
2422	13138	24819
2423	13144	24814
2424	13149	24807
2425	13155	24804
2426	13163	24803
2427	13170	24800
2428	13176	24796
2429	13183	24793
2430	13189	24789
2431	13195	24785
2432	13201	24781
2433	13208	24777
2434	13215	24774
2435	13221	24770
2436	13225	24764
2437	13232	24760
2438	13238	24757
2439	13245	24753
2440	13250	24747
2441	13257	24744
2442	13262	24738
2443	13266	24731
2444	13273	24727
2445	13278	24722
2446	13283	24715
2447	13290	24712
2448	13295	24706
2449	13300	24700
2450	13306	24695
2451	13310	24689
2452	13315	24682
2453	13321	24677
2454	13326	24672
2455	13331	24665
2456	13338	24662
2457	13343	24657
2458	13348	24650
2459	13354	24646
2460	13360	24641
2461	13366	24636
2462	13372	24632
2463	13378	24628
2464	13384	24624
2465	13391	24621
2466	13397	24616
2467	13403	24613
2468	13410	24609
2469	13416	24606
2470	13421	24599
2471	13427	24595
2472	13433	24590
2473	13439	24586
2474	13444	24579
2475	13450	24575
2476	13456	24570
2477	13460	24564
2478	13465	24558
2479	13472	24554
2480	13477	24548
2481	13484	24545
2482	13489	24540
2483	13494	24533
2484	13500	24529
2485	13505	24523
2486	13510	24516
2487	13516	24512
2488	13522	24507
2489	13526	24500
2490	13533	24496
2491	13538	24490
2492	13542	24483
2493	13549	24479
2494	13554	24473
2495	13560	24469
2496	13566	24465
2497	13572	24461
2498	13578	24456
2499	13584	24452
2500	13591	24448
2501	13597	24445
2502	13603	24441
2503	13610	24438
2504	13615	24431
2505	13621	24428
2506	13626	24421
2507	13633	24418
2508	13638	24411
2509	13643	24406
2510	13650	24403
2511	13654	24396
2512	13660	24391
2513	13666	24386
2514	13672	24382
2515	13678	24377
2516	13682	24370
2517	13689	24366
2518	13695	24363
2519	13700	24356
2520	13706	24351
2521	13710	24344
2522	13715	24338
2523	13720	24331
2524	13725	24324
2525	13730	24318
2526	13734	24311
2527	13738	24304
2528	13743	24297
2529	13748	24290
2530	13753	24283
2531	13757	24277
2532	13764	24274
2533	13771	24271
2534	13777	24267
2535	13784	24264
2536	13791	24261
2537	13797	24257
2538	13804	24255
2539	13811	24250
2540	13817	24246
2541	13824	24243
2542	13830	24239
2543	13836	24235
2544	13842	24230
2545	13848	24226
2546	13854	24222
2547	13860	24217
2548	13866	24213
2549	13873	24210
2550	13879	24206
2551	13885	24202
2552	13890	24195
2553	13896	24191
2554	13903	24189
2555	13910	24185
2556	13916	24181
2557	13923	24178
2558	13929	24174
2559	13936	24170
2560	13942	24166
2561	13949	24163
2562	13956	24160
2563	13963	24157
2564	13969	24153
2565	13976	24150
2566	13983	24147
2567	13989	24144
2568	13996	24141
2569	14004	24139
2570	14010	24135
2571	14016	24131
2572	14022	24125
2573	14027	24120
2574	14034	24116
2575	14039	24111
2576	14044	24105
2577	14051	24102
2578	14056	24096
2579	14062	24091
2580	14069	24088
2581	14075	24084
2582	14082	24080
2583	14088	24077
2584	14093	24071
2585	14100	24068
2586	14105	24061
2587	14111	24057
2588	14118	24053
2589	14122	24046
2590	14129	24043
2591	14134	24037
2592	14139	24031
2593	14145	24026
2594	14151	24021
2595	14157	24017
2596	14164	24014
2597	14170	24009
2598	14177	24006
2599	14183	24003
2600	14190	23999
2601	14197	23996
2602	14203	23992
2603	14210	23988
2604	14216	23984
2605	14223	23981
2606	14229	23977
2607	14234	23971
2608	14240	23966
2609	14246	23962
2610	14251	23956
2611	14257	23951
2612	14263	23947
2613	14268	23940
2614	14274	23936
2615	14280	23932
2616	14285	23926
2617	14292	23922
2618	14297	23916
2619	14302	23910
2620	14309	23907
2621	14314	23901
2622	14319	23894
2623	14325	23890
2624	14331	23885
2625	14335	23878
2626	14342	23875
2627	14348	23869
2628	14353	23864
2629	14360	23860
2630	14366	23857
2631	14373	23853
2632	14379	23849
2633	14385	23845
2634	14392	23841
2635	14399	23838
2636	14405	23834
2637	14412	23830
2638	14418	23827
2639	14425	23823
2640	14429	23816
2641	14435	23810
2642	14442	23807
2643	14446	23801
2644	14453	23797
2645	14459	23792
2646	14464	23786
2647	14471	23783
2648	14476	23777
2649	14481	23771
2650	14487	23767
2651	14493	23761
2652	14497	23755
2653	14505	23752
2654	14510	23746
2655	14515	23740
2656	14521	23736
2657	14527	23730
2658	14532	23724
2659	14538	23721
2660	14543	23714
2661	14549	23709
2662	14555	23705
2663	14562	23702
2664	14568	23698
2665	14575	23694
2666	14581	23690
2667	14587	23686
2668	14595	23683
2669	14602	23680
2670	14608	23676
2671	14615	23673
2672	14621	23669
2673	14626	23663
2674	14633	23659
2675	14638	23653
2676	14643	23646
2677	14649	23642
2678	14654	23636
2679	14659	23630
2680	14665	23625
2681	14670	23619
2682	14675	23613
2683	14681	23609
2684	14687	23603
2685	14692	23597
2686	14698	23593
2687	14704	23587
2688	14709	23581
2689	14714	23576
2690	14722	23574
2691	14729	23571
2692	14735	23566
2693	14741	23561
2694	14748	23559
2695	14754	23555
2696	14760	23550
2697	14767	23546
2698	14773	23542
2699	14779	23538
2700	14786	23535
2701	14793	23530
2702	14799	23527
2703	14806	23523
2704	14810	23516
2705	14815	23510
2706	14820	23504
2707	14827	23499
2708	14832	23494
2709	14837	23488
2710	14844	23485
2711	14850	23480
2712	14855	23474
2713	14861	23469
2714	14866	23463
2715	14871	23456
2716	14875	23450
2717	14880	23443
2718	14885	23437
2719	14890	23431
2720	14895	23424
2721	14902	23421
2722	14909	23417
2723	14915	23413
2724	14922	23410
2725	14927	23404
2726	14933	23400
2727	14940	23396
2728	14947	23393
2729	14954	23390
2730	14960	23385
2731	14967	23382
2732	14973	23377
2733	14979	23373
2734	14986	23370
2735	14993	23366
2736	15000	23363
2737	15007	23360
2738	15012	23354
2739	15018	23350
2740	15025	23346
2741	15032	23343
2742	15039	23339
2743	15044	23333
2744	15050	23329
2745	15056	23325
2746	15062	23320
2747	15068	23316
2748	15075	23312
2749	15082	23308
2750	15089	23305
2751	15095	23300
2752	15101	23296
2753	15107	23291
2754	15112	23286
2755	15118	23281
2756	15124	23276
2757	15129	23270
2758	15136	23267
2759	15142	23261
2760	15149	23258
2761	15155	23254
2762	15161	23250
2763	15168	23246
2764	15174	23241
2765	15180	23237
2766	15187	23234
2767	15194	23230
2768	15201	23227
2769	15206	23221
2770	15213	23218
2771	15220	23214
2772	15226	23211
2773	15233	23207
2774	15240	23203
2775	15247	23200
2776	15253	23196
2777	15258	23190
2778	15265	23186
2779	15271	23181
2780	15276	23175
2781	15282	23171
2782	15288	23165
2783	15294	23160
2784	15300	23156
2785	15305	23151
2786	15311	23145
2787	15317	23141
2788	15322	23135
2789	15328	23130
2790	15334	23125
2791	15340	23119
2792	15347	23117
2793	15354	23113
2794	15360	23109
2795	15367	23105
2796	15373	23101
2797	15380	23097
2798	15386	23094
2799	15394	23091
2800	15400	23087
2801	15407	23084
2802	15414	23080
2803	15420	23076
2804	15427	23072
2805	15433	23068
2806	15439	23062
2807	15445	23058
2808	15450	23052
2809	15455	23046
2810	15462	23042
2811	15467	23036
2812	15472	23030
2813	15479	23026
2814	15484	23020
2815	15489	23014
2816	15496	23010
2817	15501	23004
2818	15507	22999
2819	15513	22994
2820	15518	22988
2821	15524	22984
2822	15530	22979
2823	15535	22972
2824	15542	22970
2825	15549	22967
2826	15556	22963
2827	15563	22960
2828	15570	22956
2829	15577	22953
2830	15584	22950
2831	15591	22946
2832	15598	22942
2833	15605	22939
2834	15611	22935
2835	15616	22929
2836	15624	22926
2837	15630	22922
2838	15635	22916
2839	15642	22913
2840	15647	22907
2841	15653	22902
2842	15659	22897
2843	15664	22891
2844	15671	22888
2845	15678	22883
2846	15683	22877
2847	15689	22872
2848	15694	22867
2849	15699	22860
2850	15706	22857
2851	15712	22851
2852	15719	22849
2853	15725	22845
2854	15730	22838
2855	15735	22832
2856	15740	22825
2857	15745	22819
2858	15751	22815
2859	15758	22810
2860	15764	22806
2861	15771	22803
2862	15777	22798
2863	15783	22793
2864	15790	22790
2865	15797	22786
2866	15804	22783
2867	15810	22779
2868	15818	22776
2869	15825	22772
2870	15831	22768
2871	15838	22765
2872	15845	22761
2873	15852	22757
2874	15858	22753
2875	15865	22750
2876	15872	22746
2877	15879	22743
2878	15886	22739
2879	15892	22735
2880	15899	22731
2881	15906	22727
2882	15911	22722
2883	15917	22717
2884	15923	22712
2885	15928	22706
2886	15934	22701
2887	15940	22696
2888	15947	22692
2889	15953	22688
2890	15959	22684
2891	15966	22680
2892	15973	22676
2893	15980	22672
2894	15986	22668
2895	15993	22664
2896	15998	22658
2897	16003	22652
2898	16010	22648
2899	16017	22645
2900	16023	22641
2901	16029	22636
2902	16036	22632
2903	16041	22626
2904	16048	22622
2905	16053	22616
2906	16058	22610
2907	16064	22605
2908	16070	22599
2909	16074	22593
2910	16080	22587
2911	16086	22582
2912	16091	22576
2913	16097	22572
2914	16102	22566
2915	16107	22559
2916	16114	22555
2917	16119	22549
2918	16124	22543
2919	16131	22540
2920	16136	22533
2921	16142	22528
2922	16148	22523
2923	16154	22519
2924	16162	22516
2925	16168	22512
2926	16174	22507
2927	16181	22503
2928	16187	22499
2929	16194	22495
2930	16200	22490
2931	16207	22486
2932	16211	22479
2933	16218	22475
2934	16225	22472
2935	16231	22467
2936	16236	22461
2937	16243	22457
2938	16248	22451
2939	16253	22445
2940	16259	22440
2941	16264	22434
2942	16269	22427
2943	16276	22423
2944	16281	22418
2945	16286	22412
2946	16293	22408
2947	16298	22401
2948	16302	22395
2949	16310	22391
2950	16316	22388
2951	16322	22382
2952	16327	22376
2953	16333	22372
2954	16340	22368
2955	16346	22363
2956	16353	22359
2957	16359	22355
2958	16365	22350
2959	16372	22345
2960	16379	22342
2961	16385	22337
2962	16392	22334
2963	16399	22330
2964	16406	22326
2965	16412	22322
2966	16417	22316
2967	16424	22311
2968	16429	22305
2969	16434	22300
2970	16441	22296
2971	16446	22290
2972	16451	22284
2973	16458	22280
2974	16463	22274
2975	16469	22269
2976	16475	22263
2977	16480	22257
2978	16487	22254
2979	16492	22248
2980	16497	22242
2981	16504	22238
2982	16509	22232
2983	16515	22226
2984	16521	22222
2985	16526	22216
2986	16531	22210
2987	16538	22205
2988	16543	22200
2989	16550	22196
2990	16556	22192
2991	16563	22187
2992	16569	22182
2993	16575	22177
2994	16581	22173
2995	16588	22169
2996	16594	22165
2997	16600	22160
2998	16606	22155
2999	16613	22150
3000	16619	22145
3001	16625	22141
3002	16632	22137
3003	16637	22131
3004	16642	22125
3005	16649	22121
3006	16654	22115
3007	16659	22109
3008	16665	22104
3009	16671	22099
3010	16676	22092
3011	16683	22089
3012	16688	22083
3013	16693	22077
3014	16698	22070
3015	16703	22064
3016	16708	22058
3017	16713	22052
3018	16718	22045
3019	16723	22039
3020	16728	22033
3021	16735	22029
3022	16742	22025
3023	16748	22021
3024	16755	22016
3025	16761	22012
3026	16768	22008
3027	16775	22005
3028	16782	22001
3029	16788	21997
3030	16795	21993
3031	16802	21989
3032	16808	21985
3033	16815	21980
3034	16822	21977
3035	16829	21973
3036	16836	21969
3037	16842	21965
3038	16849	21961
3039	16856	21957
3040	16861	21951
3041	16868	21947
3042	16875	21943
3043	16881	21939
3044	16887	21933
3045	16892	21927
3046	16899	21924
3047	16903	21917
3048	16908	21910
3049	16915	21906
3050	16920	21900
3051	16925	21894
3052	16931	21889
3053	16936	21883
3054	16943	21879
3055	16949	21874
3056	16955	21870
3057	16962	21865
3058	16968	21860
3059	16974	21856
3060	16981	21852
3061	16988	21848
3062	16994	21844
3063	17001	21839
3064	17006	21833
3065	17012	21828
3066	17018	21823
3067	17025	21819
3068	17031	21815
3069	17036	21808
3070	17043	21804
3071	17048	21799
3072	17053	21792
3073	17060	21788
3074	17065	21782
3075	17070	21776
3076	17076	21771
3077	17081	21765
3078	17086	21759
3079	17093	21755
3080	17098	21748
3081	17103	21742
3082	17110	21738
3083	17115	21732
3084	17120	21726
3085	17126	21721
3086	17131	21715
3087	17136	21709
3088	17143	21705
3089	17153	21705
3090	17160	21701
3091	17166	21696
3092	17172	21691
3093	17178	21687
3094	17184	21682
3095	17191	21678
3096	17198	21673
3097	17205	21670
3098	17211	21666
3099	17219	21663
3100	17226	21659
3101	17231	21653
3102	17238	21649
3103	17245	21645
3104	17252	21641
3105	17258	21637
3106	17265	21633
3107	17272	21629
3108	17278	21624
3109	17284	21619
3110	17291	21615
3111	17297	21610
3112	17304	21606
3113	17310	21602
3114	17317	21597
3115	17323	21593
3116	17328	21586
3117	17334	21582
3118	17341	21578
3119	17348	21574
3120	17354	21569
3121	17361	21565
3122	17367	21560
3123	17373	21555
3124	17380	21552
3125	17387	21548
3126	17394	21544
3127	17401	21540
3128	17407	21535
3129	17414	21531
3130	17420	21526
3131	17426	21522
3132	17432	21516
3133	17438	21511
3134	17444	21506
3135	17449	21500
3136	17455	21495
3137	17462	21490
3138	17467	21485
3139	17473	21479
3140	17479	21474
3141	17485	21470
3142	17491	21465
3143	17497	21459
3144	17502	21454
3145	17509	21449
3146	17515	21444
3147	17521	21439
3148	17527	21434
3149	17533	21429
3150	17540	21425
3151	17547	21422
3152	17554	21418
3153	17561	21414
3154	17568	21410
3155	17574	21405
3156	17580	21401
3157	17587	21397
3158	17594	21393
3159	17600	21388
3160	17606	21382
3161	17612	21377
3162	17618	21373
3163	17625	21369
3164	17631	21364
3165	17637	21358
3166	17643	21353
3167	17649	21348
3168	17654	21342
3169	17660	21337
3170	17666	21332
3171	17672	21327
3172	17678	21321
3173	17683	21316
3174	17689	21311
3175	17695	21306
3176	17701	21301
3177	17706	21295
3178	17713	21290
3179	17719	21286
3180	17725	21280
3181	17731	21275
3182	17737	21270
3183	17744	21267
3184	17751	21262
3185	17758	21258
3186	17765	21254
3187	17772	21251
3188	17779	21247
3189	17787	21244
3190	17793	21239
3191	17799	21234
3192	17805	21229
3193	17811	21224
3194	17816	21218
3195	17822	21213
3196	17828	21208
3197	17834	21203
3198	17840	21197
3199	17846	21193
3200	17852	21188
3201	17858	21182
3202	17864	21177
3203	17870	21172
3204	17877	21168
3205	17884	21165
3206	17891	21161
3207	17898	21157
3208	17905	21152
3209	17911	21148
3210	17919	21145
3211	17926	21141
3212	17934	21138
3213	17942	21135
3214	17949	21132
3215	17956	21128
3216	17963	21123
3217	17970	21119
3218	17976	21115
3219	17983	21111
3220	17991	21108
3221	17998	21103
3222	18005	21100
3223	18011	21095
3224	18017	21090
3225	18024	21086
3226	18030	21081
3227	18036	21076
3228	18042	21070
3229	18048	21065
3230	18054	21061
3231	18061	21056
3232	18067	21051
3233	18073	21046
