iter	Logloss
619	0.4781995864
620	0.4779420094
621	0.4777827463
622	0.4777663789
623	0.4775933288
624	0.477450867
625	0.4773579098
626	0.4772997959
627	0.4770922885
628	0.4770888289
629	0.4769266065
630	0.4767995701
631	0.4767047127
632	0.4766058533
633	0.4764423375
634	0.4764119998
635	0.4763988474
636	0.4763663184
637	0.4761423247
638	0.4760316726
639	0.4759194255
640	0.4757402881
641	0.4756053398
642	0.4755851349
643	0.4755433639
644	0.4753819359
645	0.4752597727
646	0.4752445501
647	0.4751617501
648	0.4751249413
649	0.4748789227
650	0.4746846721
651	0.4745336942
652	0.4743631837
653	0.4743056404
654	0.4742139571
655	0.4741895798
656	0.4739751735
657	0.4738716105
658	0.4737703596
659	0.473696108
660	0.4735174304
661	0.4734883563
662	0.47338967
663	0.4733805533
664	0.4733640823
665	0.4733182528
666	0.4732550259
667	0.473217353
668	0.473093752
669	0.4729831922
670	0.4729685417
671	0.4727939697
672	0.4726875635
673	0.4726474754
674	0.4725906268
675	0.4724714941
676	0.4722986854
677	0.4722706752
678	0.4722319218
679	0.4720116406
680	0.4718850337
681	0.4718811691
682	0.4718759365
683	0.4717610622
684	0.4717449067
685	0.4717197206
686	0.4716530997
687	0.4715218172
688	0.4714597349
689	0.4712561649
690	0.4712122784
691	0.4711528476
692	0.4711254666
693	0.4710463682
694	0.4710415032
695	0.4709421841
696	0.4707079726
697	0.4705653177
698	0.470466068
699	0.4702928342
700	0.4701282876
701	0.4699461033
702	0.4696573506
703	0.4693803798
704	0.4692712206
705	0.4692453248
706	0.4692206603
707	0.4691492086
708	0.4690359454
709	0.4690078941
710	0.4689965101
711	0.4688832582
712	0.4687607428
713	0.4686555752
714	0.4685517874
715	0.4683303964
716	0.4681627632
717	0.4679313823
718	0.4677928357
719	0.4676774328
720	0.4674643888
721	0.4673784579
722	0.467227746
723	0.4672097447
724	0.4671972887
725	0.4671826496
726	0.4670901873
727	0.467033252
728	0.4670162588
729	0.4669273143
730	0.4668091293
731	0.4666620054
732	0.4665600358
733	0.4665232031
734	0.4664479478
735	0.466239913
736	0.4660181889
737	0.4658634198
738	0.4658086336
739	0.4656346085
740	0.4654107133
741	0.4652433671
742	0.4651840105
743	0.465074221
744	0.465068302
745	0.4650322645
746	0.4649071204
747	0.4646611376
748	0.4644760911
749	0.4642530246
750	0.4642201806
751	0.4641087829
752	0.4640901245
753	0.4639074398
754	0.4637713572
755	0.4637410918
756	0.4635828714
757	0.4633679927
758	0.4632099936
759	0.4630162925
760	0.462831972
761	0.462678745
762	0.4624700887
763	0.4624312892
764	0.4624138244
765	0.4623769768
766	0.4621945701
767	0.4620879593
768	0.4618965648
769	0.4616377236
770	0.4614634374
771	0.4614397751
772	0.4612493922
773	0.4610359385
774	0.4609880253
775	0.4609545106
776	0.4606948952
777	0.4604490053
778	0.4604325676
779	0.4602493639
780	0.4600819709
781	0.4600397579
782	0.4599998361
783	0.4598303111
784	0.4596280682
785	0.4594482172
786	0.4592375081
787	0.4590079756
788	0.459002517
789	0.4589195637
790	0.4587058028
791	0.4584731598
792	0.4582824246
793	0.4582494046
794	0.4582246947
795	0.4579481884
796	0.4577257563
797	0.4575281618
798	0.4574935386
799	0.4574733977
800	0.4573262992
801	0.4572693239
802	0.4571348527
803	0.4570745662
804	0.4569102221
805	0.456853958
806	0.4566375676
807	0.4565954265
808	0.4564682803
809	0.4563484587
810	0.4562322246
811	0.456001918
812	0.455978477
813	0.4559672662
814	0.4559093735
815	0.4557871616
816	0.4556534048
817	0.4556352695
818	0.4554350696
819	0.4554209418
820	0.4551681097
821	0.4551484158
822	0.4550725655
823	0.4549007202
824	0.4547638909
825	0.4545361699
826	0.4545130196
827	0.4542752047
828	0.4540769033
829	0.4540598022
830	0.454026273
831	0.4538614777
832	0.4537604247
833	0.4537305195
834	0.4535377165
835	0.4533092766
836	0.4532788493
837	0.4530260706
838	0.4529302013
839	0.4527622893
840	0.4526617008
841	0.4526417852
842	0.4524141143
843	0.4521774274
844	0.4520464785
845	0.4518423193
846	0.4516593852
847	0.451415769
848	0.4512876113
849	0.4510816278
850	0.4508174859
851	0.4507629203
852	0.4507466613
853	0.4506673209
854	0.4503905051
855	0.4502132437
856	0.4501735752
857	0.4499325621
858	0.4498987977
859	0.4498764331
860	0.4498470299
861	0.4495884416
862	0.4495462326
863	0.449518155
864	0.4492794162
865	0.4491720571
866	0.4491357695
867	0.4489329473
868	0.448891736
869	0.4487094204
870	0.4485598426
871	0.4483740838
872	0.4481043999
873	0.4480803896
874	0.4478265162
875	0.4477906799
876	0.4474983636
877	0.4472105625
878	0.4471713819
879	0.4470437303
880	0.4467731016
881	0.4467504611
882	0.4465332718
883	0.4464979069
884	0.4462669384
885	0.4460682676
886	0.4460275572
887	0.4459716276
888	0.4459420111
889	0.4459020041
890	0.4456763324
891	0.4456395081
892	0.4454024566
893	0.4453751668
894	0.4453096203
895	0.4450823298
896	0.4450398557
897	0.4447908323
898	0.4447494677
899	0.4446001176
900	0.4445121532
901	0.4443363663
902	0.4442912668
903	0.4442219059
904	0.4440648181
905	0.4440562576
906	0.444024021
907	0.4438147949
908	0.443760982
909	0.4437533429
910	0.4435478622
911	0.4433800088
912	0.4433555623
913	0.443325301
914	0.4432806483
915	0.4432723335
916	0.4430353091
917	0.4429705481
918	0.4429374691
919	0.4428579462
920	0.4425852691
921	0.4423792238
922	0.4421890046
923	0.4421594677
924	0.442131903
925	0.4420990277
926	0.4420608973
927	0.4418752353
928	0.4416794624
929	0.4414076635
930	0.4413594375
931	0.4411834774
932	0.4409772386
933	0.4407445471
934	0.4405809666
935	0.4405365803
936	0.4403071132
937	0.4400854615
938	0.4398180165
939	0.439560247
940	0.4395401375
941	0.4395111294
942	0.439346095
943	0.439264166
944	0.4390250726
945	0.4388407625
946	0.4385669988
947	0.4383468938
948	0.438101865
949	0.4380579688
950	0.4378890672
951	0.4376927291
952	0.4374804226
953	0.4373232869
954	0.4372983861
955	0.4370787207
956	0.436964752
957	0.4367794756
958	0.4366610867
959	0.4366437866
960	0.4364653447
961	0.4362908167
962	0.4361589951
963	0.4359058312
964	0.4358923272
965	0.4358595353
966	0.4358135752
967	0.4357763902
968	0.4357483656
969	0.435742985
970	0.4355384676
971	0.4355120688
972	0.4353130574
973	0.4350948704
974	0.4349128039
975	0.43489214
976	0.4347911015
977	0.4347842026
978	0.4345592964
979	0.4344137101
980	0.4342338549
981	0.4342025663
982	0.4340299698
983	0.4338333916
984	0.4338037398
985	0.4336316012
986	0.4335622703
987	0.4333181917
988	0.4332889536
989	0.4331382768
990	0.4331271399
991	0.4330535211
992	0.4330275988
993	0.4330061379
994	0.4329486763
995	0.4328008339
996	0.4326276941
997	0.4324953303
998	0.4323042547
999	0.432281464
1000	0.4320888752
1001	0.4318569171
1002	0.4317281811
1003	0.431696377
1004	0.4314927656
1005	0.4313290002
1006	0.431201194
1007	0.4310637944
1008	0.4310398262
1009	0.4310322623
1010	0.4310185937
1011	0.4308018195
1012	0.4307727865
1013	0.4306382587
1014	0.4304426761
1015	0.4304316069
1016	0.4302250621
1017	0.4300245095
1018	0.4299654115
1019	0.4299388478
1020	0.4299188593
1021	0.4297650582
1022	0.4297365069
1023	0.429714465
1024	0.4296979479
1025	0.4294599673
1026	0.4292759808
1027	0.42908652
1028	0.4288701733
1029	0.4288452058
1030	0.4286353646
1031	0.428445639
1032	0.4283984746
1033	0.428343754
1034	0.428172467
1035	0.428165186
1036	0.4281556656
1037	0.4281220713
1038	0.4279236147
1039	0.4278968037
1040	0.4278194237
1041	0.4277886075
1042	0.4275676409
1043	0.4275099939
1044	0.4272569617
1045	0.4270254738
1046	0.4270055774
1047	0.42678849
1048	0.4267212893
1049	0.426671511
1050	0.4266637926
1051	0.4265299889
1052	0.4265084183
1053	0.4264753492
1054	0.4263047492
1055	0.426178105
1056	0.426142765
1057	0.4259096698
1058	0.4256946933
1059	0.4256748943
1060	0.4256520019
1061	0.4256244082
1062	0.4254583009
1063	0.4252781069
1064	0.4250560965
1065	0.4250072795
1066	0.4248709664
1067	0.4248645045
1068	0.4245810621
1069	0.4245642827
1070	0.4245345868
1071	0.4244435847
1072	0.4241351405
1073	0.4239288983
1074	0.4238578318
1075	0.4236539673
1076	0.4235535429
1077	0.4234353006
1078	0.423347092
1079	0.4233216002
1080	0.4232810065
1081	0.4230715791
1082	0.4228677418
1083	0.4228496431
1084	0.4228199323
1085	0.4228013903
1086	0.4227775198
1087	0.4227306827
1088	0.4227222701
1089	0.4224774013
1090	0.4223710107
1091	0.4221671317
1092	0.4221594954
1093	0.4221054559
1094	0.4218793671
1095	0.4217053572
1096	0.4216487981
1097	0.4216412158
1098	0.4214220609
1099	0.4212545116
1100	0.421236557
1101	0.4211485945
1102	0.421124224
1103	0.4211075229
1104	0.4210780645
1105	0.420864587
1106	0.4207997085
1107	0.4206330382
1108	0.4204046905
1109	0.4203414492
1110	0.4203234721
1111	0.4202898864
1112	0.4202575911
1113	0.4202252024
1114	0.4202056756
1115	0.4201595595
1116	0.4200788353
1117	0.4200466488
1118	0.4197655352
1119	0.419588495
1120	0.4193353606
1121	0.4193261029
1122	0.419235839
1123	0.4192173821
1124	0.4192031486
1125	0.4191775344
1126	0.4191702967
1127	0.4190108293
1128	0.4189771973
1129	0.4187874742
1130	0.4186327177
1131	0.4185585039
1132	0.4185296604
1133	0.4184740084
1134	0.4184601545
1135	0.4184424731
1136	0.4182215657
1137	0.4182020507
1138	0.4181879037
1139	0.4179751759
1140	0.417772803
1141	0.4177622417
1142	0.4177406731
1143	0.4177149632
1144	0.4174755198
1145	0.4174400619
1146	0.4173102858
1147	0.4171378184
1148	0.4171134833
1149	0.417080485
1150	0.4168918856
1151	0.4168361522
1152	0.416811269
1153	0.4165928504
1154	0.4164342153
1155	0.4162966943
1156	0.4162247727
1157	0.4160859136
1158	0.4159243458
1159	0.4158489038
1160	0.415607742
1161	0.4155828305
1162	0.4154251602
1163	0.4154040394
1164	0.4152340774
1165	0.4150421777
1166	0.4148178356
1167	0.4147033684
1168	0.4146954546
1169	0.4144784282
1170	0.4144725675
1171	0.4143725492
1172	0.4141627912
1173	0.4140865821
1174	0.4138762135
1175	0.4136684348
1176	0.4134876044
1177	0.4134278369
1178	0.4133804251
1179	0.4133738337
1180	0.4133198401
1181	0.4132878954
1182	0.4130469135
1183	0.413038558
1184	0.4128994444
1185	0.4128597356
1186	0.4126480582
1187	0.4125983235
1188	0.4124572122
1189	0.4124294219
1190	0.4124204998
1191	0.4122395807
1192	0.4121994399
1193	0.4121822348
1194	0.4121527901
1195	0.4119638584
1196	0.4119577397
1197	0.4118619244
1198	0.4118306221
1199	0.4118133996
1200	0.4116024231
1201	0.4115940676
1202	0.4113737988
1203	0.411214865
1204	0.4111439745
1205	0.4109181229
1206	0.4107085494
1207	0.4106773766
1208	0.4106690184
1209	0.4105649971
1210	0.41033107
1211	0.410268938
1212	0.4102358307
1213	0.4101806548
1214	0.4101433564
1215	0.4099365088
1216	0.4099224127
1217	0.4097393722
1218	0.409671148
1219	0.4094862377
1220	0.4092626154
1221	0.409133856
1222	0.4089820287
1223	0.4089675235
1224	0.4089409408
1225	0.4089238035
1226	0.4089155202
1227	0.4088809788
1228	0.408751777
1229	0.4086107783
1230	0.4084265872
1231	0.4084183769
1232	0.408393812
1233	0.4081955277
1234	0.4081687932
1235	0.4080689023
1236	0.4078856997
1237	0.407807459
1238	0.4075885791
1239	0.4075654197
1240	0.4073415093
1241	0.4073050079
1242	0.4072765015
1243	0.407226282
1244	0.4070771682
1245	0.4070696384
1246	0.4068839434
1247	0.4066613652
1248	0.4066465438
1249	0.4065150626
1250	0.4062955238
1251	0.4062719857
1252	0.406197514
1253	0.4060194012
1254	0.4057818796
1255	0.4055944839
1256	0.4053851137
1257	0.4052833377
1258	0.4051548746
1259	0.4051398276
1260	0.404912332
1261	0.404865241
1262	0.4048260484
1263	0.4046272053
1264	0.4046129685
1265	0.4045884062
1266	0.4045742802
1267	0.4045456618
1268	0.4044944071
1269	0.4042702357
1270	0.4040607628
1271	0.4040530564
1272	0.403845131
1273	0.4038271492
1274	0.4036487774
1275	0.4036145346
1276	0.4035244311
1277	0.4035112874
1278	0.4033409398
1279	0.4033088453
1280	0.4031527657
1281	0.4028444574
1282	0.4026065837
1283	0.4025827647
1284	0.4023467202
1285	0.4023279582
1286	0.4021516619
1287	0.4019886884
1288	0.4019624028
1289	0.4019543721
1290	0.4018141486
1291	0.4017906646
1292	0.4017164531
1293	0.4015315785
1294	0.4015137314
1295	0.4014968569
1296	0.4013033843
1297	0.4012969187
1298	0.4011556303
1299	0.4009307882
1300	0.4009177896
1301	0.4008353639
1302	0.4006680109
1303	0.4006182613
1304	0.400575777
1305	0.4005471511
1306	0.400352076
1307	0.4003253576
1308	0.4002033101
1309	0.4000757014
1310	0.400051588
1311	0.3998543206
1312	0.3998403088
1313	0.399822847
1314	0.3997679706
1315	0.3996685222
1316	0.3996326457
1317	0.3995255455
1318	0.3995139266
1319	0.3994663547
1320	0.3994403445
1321	0.399228342
1322	0.39908769
1323	0.3990694561
1324	0.3990172845
1325	0.3990094208
1326	0.3990023618
1327	0.3989128136
1328	0.3988816027
1329	0.3987093784
1330	0.3985762598
1331	0.3983990596
1332	0.3983833207
1333	0.3982437877
1334	0.398231395
1335	0.3980487456
1336	0.3980002827
1337	0.3978426905
1338	0.3978342643
1339	0.3977251135
1340	0.3977066551
1341	0.3975499972
1342	0.3975021807
1343	0.3973377082
1344	0.3971800076
1345	0.3971415162
1346	0.3969940683
1347	0.3969740399
1348	0.39696629
1349	0.3968094592
1350	0.3967667536
1351	0.396596021
1352	0.3965884364
1353	0.3965304025
1354	0.3963785194
1355	0.3963442752
1356	0.3962904824
1357	0.3962842643
1358	0.3961950326
1359	0.3961740169
1360	0.3961451191
1361	0.3960989523
1362	0.396082008
1363	0.395906512
1364	0.3956834698
1365	0.3956678885
1366	0.3954993464
1367	0.3953029885
1368	0.3952761772
1369	0.3951063367
1370	0.3950880292
1371	0.3948973639
1372	0.3948212363
1373	0.3947273779
1374	0.394559192
1375	0.3945371373
1376	0.3945136557
1377	0.3943023512
1378	0.3941244536
1379	0.3940543646
1380	0.3939955258
1381	0.3938051933
1382	0.3937029114
1383	0.3936945107
1384	0.3935039178
1385	0.3934864006
1386	0.3933365135
1387	0.3933177947
1388	0.3932997729
1389	0.3931404828
1390	0.3930797445
1391	0.3929824478
1392	0.3929145881
1393	0.3928886985
1394	0.3928652181
1395	0.3926693722
1396	0.3926426847
1397	0.3926322701
1398	0.3924878753
1399	0.3922737255
1400	0.3922608202
1401	0.3920709921
1402	0.3920451195
1403	0.3920245762
1404	0.3918313869
1405	0.3917272368
1406	0.3916976231
1407	0.3915310026
1408	0.3914705214
1409	0.3914432706
1410	0.3914254122
1411	0.3913098312
1412	0.3912128491
1413	0.3911931662
1414	0.3910194951
1415	0.3910024135
1416	0.3909742294
1417	0.390968711
1418	0.390943306
1419	0.3908090928
1420	0.3906076864
1421	0.3905055411
1422	0.3904214208
1423	0.3904085362
1424	0.3902667363
1425	0.3902516464
1426	0.390214299
1427	0.3900054169
1428	0.3899729351
1429	0.389958825
1430	0.3898081952
1431	0.3897586811
1432	0.3896978487
1433	0.3896627245
1434	0.3896500619
1435	0.3896212972
1436	0.3894281936
1437	0.3894139534
1438	0.389166963
1439	0.3891297626
1440	0.3891077124
1441	0.3891003423
1442	0.3888590451
1443	0.3888438698
1444	0.3887492248
1445	0.3886055914
1446	0.3885880434
1447	0.3883703516
1448	0.3883634962
1449	0.3883358479
1450	0.3882266857
1451	0.3880127515
1452	0.3878744555
1453	0.3877288378
1454	0.3875740551
1455	0.3875468371
1456	0.3873327841
1457	0.387325568
1458	0.3873119491
1459	0.3872524111
1460	0.3872144279
1461	0.3871565587
1462	0.3871405141
1463	0.3870153131
1464	0.3869643101
1465	0.3869547939
1466	0.3868223674
1467	0.3866268765
1468	0.386548963
1469	0.3863909425
1470	0.3862271642
1471	0.3861993591
1472	0.3860233152
1473	0.3860003488
1474	0.3859097355
1475	0.38585254
1476	0.3858397164
1477	0.3856844122
1478	0.3855527127
1479	0.3855286065
1480	0.3854926516
1481	0.3854778375
1482	0.3854455682
1483	0.3852946724
1484	0.3852808988
1485	0.3851207815
1486	0.3850776635
1487	0.3849133672
1488	0.3848892627
1489	0.3847401363
1490	0.3847337552
1491	0.38465596
1492	0.3846426478
1493	0.3844765212
1494	0.3844014362
1495	0.3842309072
1496	0.3841119521
1497	0.3839540639
1498	0.3837704088
1499	0.3836230089
1500	0.3835116767
1501	0.3834880776
1502	0.3833420559
1503	0.3832684149
1504	0.3832563576
1505	0.3830505643
1506	0.3830128347
1507	0.3828207733
1508	0.3826451006
1509	0.3826238299
1510	0.382497985
1511	0.3824915343
1512	0.3823054643
1513	0.3822775737
